fantasma: .word 16, 16
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,207,223,223,223,223,215,199,199,199,199,
199,199,199,199,199,231,247,255,255,255,255,255,223,199,199,199,
199,199,199,199,223,255,255,255,255,255,255,255,247,207,199,199,
199,199,199,207,255,255,246,246,255,255,173,246,255,223,199,199,
199,199,199,239,255,246,9,9,255,164,0,82,255,231,199,199,
199,199,199,239,255,173,0,9,255,173,0,82,255,231,199,199,
199,199,199,239,255,255,182,246,255,255,246,246,255,239,199,199,
199,199,199,247,255,255,255,255,255,255,255,255,255,239,199,199,
199,199,199,247,255,255,255,255,255,255,255,255,255,239,199,199,
199,199,199,247,255,255,255,255,255,255,255,255,255,247,199,199,
199,199,199,247,255,255,255,255,255,255,255,255,255,239,199,199,
199,199,199,239,255,255,255,255,255,255,255,255,255,215,199,199,
199,199,199,239,255,255,239,255,255,247,231,255,247,207,199,199,
199,199,199,215,247,231,199,223,255,223,199,239,239,199,199,199,
199,199,199,199,207,199,199,199,207,199,199,207,207,199,199,199,


