chave: .word 20, 20
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,143,135,143,135,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,95,111,55,103,55,47,95,
199,199,199,199,199,199,199,199,199,199,199,199,199,47,55,47,95,47,47,95,
199,199,199,199,199,199,199,199,199,199,199,199,135,47,47,135,199,135,47,47,
135,143,151,143,143,135,135,135,135,135,135,143,143,47,47,135,199,199,103,103,
103,55,55,55,55,55,111,47,47,47,47,55,111,103,47,135,199,135,47,111,
47,55,103,103,47,47,103,47,47,111,111,47,103,103,47,135,199,135,47,47,
111,55,143,143,55,103,199,199,135,135,135,135,135,47,55,143,199,135,103,95,
47,55,151,143,55,103,199,199,199,199,199,199,199,95,47,143,199,135,47,103,
87,47,143,143,47,95,199,199,199,199,199,199,199,95,55,47,95,103,47,47,
199,199,199,199,199,199,199,199,199,199,199,199,199,151,55,47,47,47,47,103,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,143,143,143,151,151,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,


