um: .word 16, 16
.byte 0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,91,255,173,
0,0,0,0,0,0,0,0,0,0,0,0,164,255,255,255,
0,0,0,0,0,0,0,0,0,0,0,182,255,255,255,255,
0,0,0,0,0,0,0,0,0,0,164,255,255,91,255,255,
0,0,0,0,0,0,0,0,0,0,91,173,73,9,255,255,
0,0,0,0,0,0,0,0,0,0,0,0,0,9,255,255,
0,0,0,0,0,0,0,0,0,0,0,0,0,9,255,255,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,255,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,255,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,255,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,255,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,255,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,82,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


