grama16: .word 16, 16
.byte 107,99,91,91,91,99,99,99,91,91,91,99,107,99,91,91,
99,99,99,91,99,99,99,99,91,99,99,99,99,99,91,91,
99,99,99,99,99,99,99,91,91,99,107,99,91,91,91,91,
91,91,99,99,99,99,99,91,91,99,99,91,91,91,99,99,
91,99,99,99,91,99,99,107,91,99,99,99,91,91,99,107,
99,99,99,99,91,91,99,99,91,91,99,99,99,99,99,99,
99,99,99,91,91,99,99,99,91,91,91,99,107,99,99,91,
99,99,99,91,91,91,91,99,99,91,91,99,99,99,99,99,
91,99,99,99,91,91,91,99,99,99,99,99,91,91,99,107,
99,99,99,99,99,99,99,99,99,99,107,99,91,91,99,107,
99,99,99,99,99,99,99,99,91,99,99,99,99,91,99,99,
99,99,99,99,99,99,99,91,91,91,99,107,99,99,99,99,
91,99,99,99,99,99,91,99,99,99,99,99,99,99,99,91,
99,99,99,91,91,91,99,99,99,99,91,91,91,99,99,99,
99,99,99,91,91,91,99,107,99,99,91,91,91,99,99,99,
91,99,99,91,91,91,99,99,91,91,91,91,91,91,91,91,


